County,2020,2021,2022,Rank in state,Percent change,Percent change,Rank in state,State
Eddy,"68,886","73,202","90,322",16,6.3,23.4,14,North Dakota
Emmons,"64,478","76,109","93,990",9,18,23.5,13,North Dakota
Foster,"73,331","77,624","91,480",15,5.9,17.9,18,North Dakota
Golden Valley,"51,277","54,925","56,952",52,7.1,3.7,42,North Dakota
Grand Forks,"54,966","58,847","61,124",47,7.1,3.9,40,North Dakota
Grant,"56,492","60,309","64,280",44,6.8,6.6,34,North Dakota
Griggs,"67,896","74,434","93,926",10,9.6,26.2,8,North Dakota
Hettinger,"63,327","58,291","67,417",40,-8,15.7,19,North Dakota
Kidder,"66,804","76,495","83,562",21,14.5,9.2,30,North Dakota
LaMoure,"67,879","75,618","94,822",8,11.4,25.4,10,North Dakota
Logan,"60,539","69,006","85,398",20,14,23.8,12,North Dakota
McHenry,"66,980","74,314","78,346",25,10.9,5.4,37,North Dakota
McIntosh,"70,349","82,395","89,939",17,17.1,9.2,31,North Dakota
McKenzie,"65,969","73,100","76,046",26,10.8,4,39,North Dakota
McLean,"65,804","78,732","81,193",23,19.6,3.1,43,North Dakota
Mercer,"62,172","66,610","66,227",42,7.1,-0.6,51,North Dakota
Morton,"56,482","60,396","60,819",48,6.9,0.7,48,North Dakota
Mountrail,"71,666","73,150","81,073",24,2.1,10.8,27,North Dakota
Nelson,"68,909","69,892","92,263",13,1.4,32,7,North Dakota
Oliver,"54,142","63,168","62,844",45,16.7,-0.5,50,North Dakota
Pembina,"72,475","79,048","87,939",19,9.1,11.2,26,North Dakota
Pierce,"56,940","67,932","74,616",31,19.3,9.8,29,North Dakota
Ramsey,"56,131","60,315","68,308",38,7.5,13.3,22,North Dakota
Ransom,"58,274","66,596","74,480",32,14.3,11.8,25,North Dakota
Renville,"80,610","77,149","113,541",4,-4.3,47.2,3,North Dakota
Richland,"52,050","62,435","65,952",43,20,5.6,36,North Dakota
Rolette,"48,882","53,057","56,996",51,8.5,7.4,32,North Dakota
Sargent,"66,380","82,428","93,105",11,24.2,13,24,North Dakota
Sheridan,"60,193","79,425","99,263",7,32,25,11,North Dakota
Sioux,"37,088","37,343","38,785",53,0.7,3.9,41,North Dakota
Slope,"65,273","68,663","57,137",50,5.2,-16.8,53,North Dakota
Stark,"61,656","63,187","67,057",41,2.5,6.1,35,North Dakota
Steele,"86,708","85,981","115,546",3,-0.8,34.4,5,North Dakota
Stutsman,"58,227","61,786","67,944",39,6.1,10,28,North Dakota
Towner,"84,431","75,292","119,550",2,-10.8,58.8,1,North Dakota
Traill,"66,012","66,588","75,372",29,0.9,13.2,23,North Dakota
Walsh,"61,913","66,545","75,957",27,7.5,14.1,20,North Dakota
Ward,"57,499","59,994","62,577",46,4.3,4.3,38,North Dakota
Wells,"74,148","81,598","109,412",5,10,34.1,6,North Dakota
Williams,"61,728","64,464","69,096",35,4.4,7.2,33,North Dakota
Adams,"39,936","44,026","43,431",78,10.2,-1.4,80,Ohio
Allen,"46,952","49,896","50,195",42,6.3,0.6,37,Ohio
Ashland,"44,253","47,250","47,118",60,6.8,-0.3,54,Ohio
Ashtabula,"43,214","46,306","46,316",66,7.2,0,47,Ohio
Athens,"38,205","42,449","41,866",84,11.1,-1.4,81,Ohio
Auglaize,"50,590","55,346","55,857",22,9.4,0.9,28,Ohio
Belmont,"43,560","46,362","46,658",62,6.4,0.6,36,Ohio
Brown,"42,616","46,272","45,846",70,8.6,-0.9,75,Ohio
Butler,"51,827","55,095","55,897",21,6.3,1.5,16,Ohio
Carroll,"44,274","47,550","47,394",57,7.4,-0.3,56,Ohio
Champaign,"46,026","49,260","48,873",47,7,-0.8,69,Ohio
Clark,"44,342","47,344","47,151",59,6.8,-0.4,57,Ohio
Clermont,"60,894","61,961","62,495",8,1.8,0.9,29,Ohio
Clinton,"47,523","50,106","49,985",43,5.4,-0.2,52,Ohio
Columbiana,"42,263","45,061","45,189",74,6.6,0.3,40,Ohio
Coshocton,"39,403","42,623","42,239",81,8.2,-0.9,74,Ohio
Crawford,"42,878","47,453","46,572",63,10.7,-1.9,84,Ohio
Cuyahoga,"57,048","62,296","63,448",7,9.2,1.8,14,Ohio
Darke,"47,551","52,191","52,673",33,9.8,0.9,27,Ohio
Defiance,"44,267","47,593","47,310",58,7.5,-0.6,63,Ohio
Delaware,"80,033","85,075","88,871",1,6.3,4.5,1,Ohio
Erie,"53,374","56,803","58,855",16,6.4,3.6,5,Ohio
Fairfield,"51,542","54,653","55,015",27,6,0.7,35,Ohio
Fayette,"44,636","47,680","47,012",61,6.8,-1.4,82,Ohio
Franklin,"54,352","59,391","59,473",15,9.3,0.1,43,Ohio
Fulton,"49,978","52,939","52,808",32,5.9,-0.2,53,Ohio
Gallia,"44,453","45,960","46,079",68,3.4,0.3,42,Ohio
Geauga,"72,092","79,771","83,249",2,10.7,4.4,3,Ohio
Greene,"55,350","59,860","61,013",12,8.1,1.9,12,Ohio
Guernsey,"45,785","48,144","47,686",53,5.2,-1,76,Ohio
Hamilton,"63,022","69,556","71,767",4,10.4,3.2,8,Ohio
Hancock,"55,745","56,429","56,761",17,1.2,0.6,38,Ohio
Hardin,"37,099","40,431","39,938",87,9,-1.2,78,Ohio
Harrison,"43,042","45,862","46,168",67,6.6,0.7,34,Ohio
Henry,"48,966","52,631","52,388",34,7.5,-0.5,59,Ohio
Highland,"40,852","44,521","44,035",77,9,-1.1,77,Ohio
Hocking,"43,346","45,611","45,472",73,5.2,-0.3,55,Ohio
Holmes,"49,487","54,188","56,133",18,9.5,3.6,6,Ohio
Huron,"45,315","48,045","47,635",54,6,-0.9,72,Ohio
Jackson,"40,191","41,896","41,084",85,4.2,-1.9,86,Ohio
Jefferson,"43,026","45,775","45,490",72,6.4,-0.6,64,Ohio
Knox,"48,455","51,120","51,107",39,5.5,0,48,Ohio
Lake,"55,040","58,839","59,749",13,6.9,1.5,15,Ohio
Lawrence,"43,885","46,958","47,449",56,7,1,23,Ohio
Licking,"51,540","55,252","55,665",23,7.2,0.7,33,Ohio
Logan,"45,865","48,897","48,607",50,6.6,-0.6,62,Ohio
Lorain,"50,943","54,687","55,441",25,7.3,1.4,17,Ohio
Lucas,"50,236","53,287","53,428",29,6.1,0.3,41,Ohio
Madison,"47,773","50,802","52,295",35,6.3,2.9,9,Ohio
Mahoning,"47,491","51,229","51,765",38,7.9,1,22,Ohio
Marion,"40,180","42,753","42,382",80,6.4,-0.9,73,Ohio
Medina,"60,353","64,011","65,702",6,6.1,2.6,10,Ohio
Meigs,"40,609","42,730","42,061",83,5.2,-1.6,83,Ohio
Mercer,"53,785","59,739","61,832",11,11.1,3.5,7,Ohio
Miami,"51,885","55,632","56,078",19,7.2,0.8,31,Ohio
Monroe,"41,810","43,391","42,173",82,3.8,-2.8,88,Ohio
Montgomery,"51,333","54,574","55,114",26,6.3,1,25,Ohio
Morgan,"40,077","43,383","43,106",79,8.2,-0.6,65,Ohio
Morrow,"45,594","48,606","47,698",52,6.6,-1.9,85,Ohio
Muskingum,"46,164","49,176","49,192",45,6.5,0,46,Ohio
Noble,"30,660","31,971","31,123",88,4.3,-2.7,87,Ohio
Ottawa,"57,576","61,874","62,480",9,7.5,1,26,Ohio
Paulding,"45,594","48,561","48,624",49,6.5,0.1,44,Ohio
Perry,"43,030","46,322","45,943",69,7.7,-0.8,71,Ohio
Pickaway,"46,686","50,919","50,895",41,9.1,0,49,Ohio
Pike,"43,204","45,951","46,346",64,6.4,0.9,30,Ohio
Portage,"48,833","53,508","53,419",30,9.6,-0.2,50,Ohio
Preble,"44,657","48,922","48,644",48,9.6,-0.6,61,Ohio
Putnam,"54,439","58,913","59,510",14,8.2,1,24,Ohio
Richland,"42,685","45,205","44,998",75,5.9,-0.5,58,Ohio
Ross,"41,674","45,276","44,711",76,8.6,-1.2,79,Ohio
Sandusky,"45,422","48,885","48,557",51,7.6,-0.7,66,Ohio
Scioto,"43,624","45,959","46,319",65,5.4,0.8,32,Ohio
Seneca,"44,460","47,926","47,563",55,7.8,-0.8,67,Ohio
Shelby,"48,999","52,067","51,955",36,6.3,-0.2,51,Ohio
Stark,"48,985","53,027","53,588",28,8.3,1.1,21,Ohio
Summit,"56,369","61,057","62,207",10,8.3,1.9,13,Ohio
Trumbull,"43,161","45,780","45,564",71,6.1,-0.5,60,Ohio
Tuscarawas,"46,002","50,621","51,879",37,10,2.5,11,Ohio
Union,"62,252","66,880","69,498",5,7.4,3.9,4,Ohio
Van Wert,"45,784","49,958","49,563",44,9.1,-0.8,70,Ohio
Vinton,"39,276","40,853","40,536",86,4,-0.8,68,Ohio
Warren,"66,255","70,482","73,592",3,6.4,4.4,2,Ohio
Washington,"46,708","50,345","51,016",40,7.8,1.3,18,Ohio
Wayne,"48,916","53,125","53,174",31,8.6,0.1,45,Ohio
Williams,"44,916","48,791","48,999",46,8.6,0.4,39,Ohio
Wood,"51,204","55,314","56,011",20,8,1.3,20,Ohio
Wyandot,"50,170","54,769","55,488",24,9.2,1.3,19,Ohio
Adair,"35,788","40,275","41,664",65,12.5,3.4,8,Oklahoma
Alfalfa,"40,934","45,533","41,918",63,11.2,-7.9,75,Oklahoma
Atoka,"34,422","36,277","35,823",75,5.4,-1.3,50,Oklahoma
Beaver,"58,018","68,300","65,651",6,17.7,-3.9,66,Oklahoma
Beckham,"37,295","39,517","38,722",73,6,-2,57,Oklahoma
Blaine,"44,913","51,333","50,465",16,14.3,-1.7,56,Oklahoma
Bryan,"40,728","44,736","44,456",47,9.8,-0.6,44,Oklahoma
Caddo,"41,474","45,515","44,315",48,9.7,-2.6,60,Oklahoma
Canadian,"48,590","52,397","53,879",11,7.8,2.8,11,Oklahoma
Carter,"46,290","50,134","50,492",15,8.3,0.7,25,Oklahoma
Cherokee,"38,429","41,871","41,730",64,9,-0.3,41,Oklahoma
Choctaw,"37,326","41,068","39,459",70,10,-3.9,67,Oklahoma
Cimarron,"64,058","71,759","71,787",3,12,0,30,Oklahoma
Cleveland,"47,444","51,166","51,743",14,7.8,1.1,20,Oklahoma
Coal,"40,681","43,400","42,808",60,6.7,-1.4,54,Oklahoma
Comanche,"45,564","48,279","47,704",33,6,-1.2,49,Oklahoma
Cotton,"48,451","50,941","48,052",30,5.1,-5.7,74,Oklahoma
Craig,"41,100","43,402","43,647",54,5.6,0.6,27,Oklahoma
Creek,"45,104","48,316","48,223",28,7.1,-0.2,38,Oklahoma
Custer,"42,845","47,447","47,387",35,10.7,-0.1,36,Oklahoma
Delaware,"38,206","42,227","43,684",53,10.5,3.5,7,Oklahoma
Dewey,"51,744","49,183","50,032",17,-4.9,1.7,13,Oklahoma
Ellis,"54,313","58,132","60,331",9,7,3.8,5,Oklahoma
Garfield,"44,544","49,013","48,872",24,10,-0.3,40,Oklahoma
Garvin,"47,109","49,826","49,595",20,5.8,-0.5,42,Oklahoma
Grady,"44,774","48,189","48,140",29,7.6,-0.1,35,Oklahoma
Grant,"53,750","58,958","49,570",21,9.7,-15.9,76,Oklahoma
Greer,"33,404","35,233","34,048",77,5.5,-3.4,65,Oklahoma
Harmon,"46,180","50,094","47,775",32,8.5,-4.6,70,Oklahoma
Harper,"55,270","60,361","64,863",7,9.2,7.5,2,Oklahoma
Haskell,"38,333","42,905","44,146",50,11.9,2.9,10,Oklahoma
Hughes,"40,693","49,198","46,820",37,20.9,-4.8,73,Oklahoma
Jackson,"45,407","49,245","48,893",23,8.5,-0.7,46,Oklahoma
Jefferson,"40,267","40,166","40,832",67,-0.3,1.7,14,Oklahoma
Johnston,"41,626","44,844","45,453",40,7.7,1.4,18,Oklahoma
Kay,"45,376","48,760","48,422",27,7.5,-0.7,45,Oklahoma
Kingfisher,"61,983","70,770","71,911",2,14.2,1.6,15,Oklahoma
Kiowa,"42,794","45,629","44,612",46,6.6,-2.2,58,Oklahoma
Latimer,"37,746","39,758","39,157",72,5.3,-1.5,55,Oklahoma
Le Flore,"36,610","40,215","41,452",66,9.8,3.1,9,Oklahoma
Lincoln,"42,441","46,021","45,402",42,8.4,-1.3,53,Oklahoma
Logan,"45,482","48,345","48,476",26,6.3,0.3,29,Oklahoma
Love,"41,656","43,816","43,362",57,5.2,-1,48,Oklahoma
McClain,"49,755","53,986","56,086",10,8.5,3.9,4,Oklahoma
McCurtain,"38,429","43,249","43,860",51,12.5,1.4,16,Oklahoma
McIntosh,"40,525","42,846","42,837",59,5.7,0,32,Oklahoma
Major,"43,642","48,584","46,530",38,11.3,-4.2,68,Oklahoma
Marshall,"41,383","44,512","44,911",43,7.6,0.9,23,Oklahoma
Mayes,"42,065","45,371","44,793",44,7.9,-1.3,51,Oklahoma
Murray,"45,891","49,163","49,714",19,7.1,1.1,21,Oklahoma
Muskogee,"42,004","44,821","44,727",45,6.7,-0.2,39,Oklahoma
Noble,"47,929","50,424","48,939",22,5.2,-2.9,61,Oklahoma
Nowata,"42,499","44,261","44,176",49,4.1,-0.2,37,Oklahoma
Okfuskee,"35,328","38,380","38,363",74,8.6,0,34,Oklahoma
Oklahoma,"58,719","65,617","68,047",5,11.7,3.7,6,Oklahoma
Okmulgee,"39,701","42,620","42,614",61,7.4,0,31,Oklahoma
Osage,"39,512","44,067","43,479",56,11.5,-1.3,52,Oklahoma
Ottawa,"42,533","46,630","46,364",39,9.6,-0.6,43,Oklahoma
Pawnee,"40,070","43,340","43,482",55,8.2,0.3,28,Oklahoma
Payne,"41,494","45,036","45,416",41,8.5,0.8,24,Oklahoma
Pittsburg,"40,517","42,848","42,484",62,5.8,-0.8,47,Oklahoma
Pontotoc,"48,461","52,269","53,000",12,7.9,1.4,17,Oklahoma
Pottawatomie,"43,216","49,898","47,587",34,15.5,-4.6,71,Oklahoma
Pushmataha,"37,176","40,578","39,279",71,9.2,-3.2,64,Oklahoma
Roger Mills,"47,751","49,548","47,155",36,3.8,-4.8,72,Oklahoma
Rogers,"50,088","52,873","52,850",13,5.6,0,33,Oklahoma
Seminole,"38,717","42,336","43,154",58,9.3,1.9,12,Oklahoma
Sequoyah,"39,333","43,237","43,697",52,9.9,1.1,22,Oklahoma
Stephens,"45,580","48,378","48,653",25,6.1,0.6,26,Oklahoma
Texas,"50,690","61,867","60,450",8,22,-2.3,59,Oklahoma
Tillman,"37,561","40,917","34,298",76,8.9,-16.2,77,Oklahoma
Tulsa,"61,416","67,314","70,064",4,9.6,4.1,3,Oklahoma
Wagoner,"46,103","49,178","49,774",18,6.7,1.2,19,Oklahoma
Washington,"63,280","83,921","96,408",1,32.6,14.9,1,Oklahoma
Washita,"38,351","41,297","40,073",69,7.7,-3,62,Oklahoma
Woods,"45,365","49,285","47,818",31,8.6,-3,63,Oklahoma
Woodward,"39,134","42,308","40,488",68,8.1,-4.3,69,Oklahoma
Baker,"44,785","48,153","48,666",31,7.5,1.1,15,Oregon
Benton,"49,990","54,622","55,325",11,9.3,1.3,11,Oregon
Clackamas,"64,848","71,666","73,129",2,10.5,2,7,Oregon
Clatsop,"49,704","54,109","53,788",16,8.9,-0.6,31,Oregon
Columbia,"49,675","53,365","53,724",17,7.4,0.7,18,Oregon
Coos,"50,770","54,462","54,330",15,7.3,-0.2,27,Oregon
Crook,"46,970","51,877","51,931",24,10.4,0.1,25,Oregon
Curry,"47,940","52,039","51,950",23,8.6,-0.2,26,Oregon
Deschutes,"64,080","70,161","71,627",3,9.5,2.1,6,Oregon
Douglas,"46,163","50,343","49,440",28,9.1,-1.8,36,Oregon
Gilliam,"63,667","63,173","69,112",5,-0.8,9.4,1,Oregon
Grant,"47,688","50,829","51,240",25,6.6,0.8,17,Oregon
Harney,"44,506","49,214","50,016",27,10.6,1.6,9,Oregon
Hood River,"59,611","65,658","64,748",7,10.1,-1.4,34,Oregon
Jackson,"51,850","56,928","57,552",8,9.8,1.1,14,Oregon
Jefferson,"40,259","43,768","43,354",34,8.7,-0.9,33,Oregon
Josephine,"47,955","51,979","52,166",21,8.4,0.4,23,Oregon
Klamath,"43,406","47,364","47,244",32,9.1,-0.3,28,Oregon
Lake,"43,592","47,456","46,728",33,8.9,-1.5,35,Oregon
Lane,"50,701","55,942","56,188",10,10.3,0.4,22,Oregon
Lincoln,"49,063","53,680","53,494",18,9.4,-0.3,29,Oregon
Linn,"47,621","51,999","52,469",20,9.2,0.9,16,Oregon
Malheur,"35,024","38,168","38,407",36,9,0.6,19,Oregon
Marion,"49,115","53,768","54,440",14,9.5,1.2,12,Oregon
Morrow,"49,571","51,624","55,080",12,4.1,6.7,3,Oregon
Multnomah,"62,954","69,829","69,954",4,10.9,0.2,24,Oregon
Polk,"45,753","49,620","50,295",26,8.5,1.4,10,Oregon
Sherman,"62,187","62,413","67,452",6,0.4,8.1,2,Oregon
Tillamook,"49,630","54,306","54,639",13,9.4,0.6,20,Oregon
Umatilla,"44,746","48,257","49,149",29,7.8,1.8,8,Oregon
Union,"45,817","48,736","48,999",30,6.4,0.5,21,Oregon
Wallowa,"48,091","52,995","52,699",19,10.2,-0.6,30,Oregon
Wasco,"48,163","52,440","52,093",22,8.9,-0.7,32,Oregon
Washington,"67,693","71,530","73,380",1,5.7,2.6,5,Oregon
Wheeler,"39,867","41,160","43,062",35,3.2,4.6,4,Oregon
Yamhill,"50,987","55,923","56,563",9,9.7,1.1,13,Oregon
Adams,"53,258","55,818","55,597",24,4.8,-0.4,31,Pennsylvania
Allegheny,"66,014","70,137","70,837",5,6.2,1,15,Pennsylvania
Armstrong,"49,947","53,745","54,352",31,7.6,1.1,12,Pennsylvania
Beaver,"52,557","55,306","54,812",27,5.2,-0.9,38,Pennsylvania
Bedford,"45,877","49,928","49,468",46,8.8,-0.9,39,Pennsylvania
Berks,"54,418","58,311","58,199",16,7.2,-0.2,26,Pennsylvania
Blair,"50,853","55,162","55,101",26,8.5,-0.1,25,Pennsylvania
Bradford,"45,479","48,065","48,206",53,5.7,0.3,21,Pennsylvania
Bucks,"78,810","84,470","86,770",3,7.2,2.7,4,Pennsylvania
Butler,"63,279","68,368","69,129",6,8,1.1,13,Pennsylvania
Cambria,"46,250","48,961","47,971",55,5.9,-2,57,Pennsylvania
Cameron,"50,652","51,780","50,557",41,2.2,-2.4,59,Pennsylvania
Carbon,"59,495","60,293","58,626",15,1.3,-2.8,64,Pennsylvania
Centre,"52,013","55,107","54,686",28,5.9,-0.8,35,Pennsylvania
Chester,"92,175","97,652","101,051",1,5.9,3.5,2,Pennsylvania
Clarion,"45,983","47,622","46,458",61,3.6,-2.4,60,Pennsylvania
Clearfield,"49,015","53,767","52,265",35,9.7,-2.8,65,Pennsylvania
Clinton,"45,851","46,713","45,878",64,1.9,-1.8,52,Pennsylvania
Columbia,"47,526","50,403","49,854",44,6.1,-1.1,42,Pennsylvania
Crawford,"45,727","48,478","47,732",57,6,-1.5,48,Pennsylvania
Cumberland,"60,871","64,472","65,105",9,5.9,1,16,Pennsylvania
Dauphin,"54,891","58,362","57,717",17,6.3,-1.1,43,Pennsylvania
Delaware,"70,945","76,589","78,228",4,8,2.1,7,Pennsylvania
Elk,"50,253","50,850","50,208",42,1.2,-1.3,45,Pennsylvania
Erie,"50,179","52,048","51,396",37,3.7,-1.3,44,Pennsylvania
Fayette,"46,421","49,601","48,259",52,6.9,-2.7,63,Pennsylvania
Forest,"28,022","28,672","28,009",67,2.3,-2.3,58,Pennsylvania
Franklin,"51,296","55,125","55,212",25,7.5,0.2,23,Pennsylvania
Fulton,"47,687","49,404","48,013",54,3.6,-2.8,66,Pennsylvania
Greene,"47,271","49,233","49,645",45,4.2,0.8,17,Pennsylvania
Huntingdon,"43,617","45,915","45,049",66,5.3,-1.9,53,Pennsylvania
Indiana,"44,250","46,832","45,599",65,5.8,-2.6,62,Pennsylvania
Jefferson,"46,457","48,436","47,629",59,4.3,-1.7,49,Pennsylvania
Juniata,"52,142","56,770","56,651",21,8.9,-0.2,27,Pennsylvania
Lackawanna,"51,659","54,823","54,607",29,6.1,-0.4,30,Pennsylvania
Lancaster,"57,816","61,775","63,044",11,6.8,2.1,8,Pennsylvania
Lawrence,"48,169","51,655","50,674",39,7.2,-1.9,54,Pennsylvania
Lebanon,"52,362","55,937","56,207",22,6.8,0.5,19,Pennsylvania
Lehigh,"58,875","62,366","62,879",12,5.9,0.8,18,Pennsylvania
Luzerne,"48,544","51,638","50,618",40,6.4,-2,55,Pennsylvania
Lycoming,"48,046","50,730","49,869",43,5.6,-1.7,51,Pennsylvania
McKean,"47,604","49,211","48,797",48,3.4,-0.8,37,Pennsylvania
Mercer,"45,553","48,579","47,857",56,6.6,-1.5,47,Pennsylvania
Mifflin,"43,457","46,297","46,121",62,6.5,-0.4,29,Pennsylvania
Monroe,"48,872","51,931","52,643",34,6.3,1.4,10,Pennsylvania
Montgomery,"86,337","90,513","93,666",2,4.8,3.5,1,Pennsylvania
Montour,"60,469","64,648","66,122",8,6.9,2.3,6,Pennsylvania
Northampton,"60,074","62,610","63,828",10,4.2,1.9,9,Pennsylvania
Northumberland,"45,991","48,053","47,650",58,4.5,-0.8,36,Pennsylvania
Perry,"50,775","54,562","54,026",32,7.5,-1,41,Pennsylvania
Philadelphia,"54,887","57,731","56,764",20,5.2,-1.7,50,Pennsylvania
Pike,"53,568","55,706","57,038",19,4,2.4,5,Pennsylvania
Potter,"46,835","50,979","48,379",51,8.8,-5.1,67,Pennsylvania
Schuylkill,"46,399","49,312","48,634",50,6.3,-1.4,46,Pennsylvania
Snyder,"46,804","51,131","51,750",36,9.2,1.2,11,Pennsylvania
Somerset,"45,706","48,880","47,622",60,6.9,-2.6,61,Pennsylvania
Sullivan,"52,766","55,929","56,066",23,6,0.2,22,Pennsylvania
Susquehanna,"51,951","57,016","58,898",14,9.7,3.3,3,Pennsylvania
Tioga,"43,893","46,432","45,977",63,5.8,-1,40,Pennsylvania
Union,"48,155","50,578","51,089",38,5,1,14,Pennsylvania
Venango,"46,659","49,658","48,663",49,6.4,-2,56,Pennsylvania
Warren,"46,564","49,258","49,117",47,5.8,-0.3,28,Pennsylvania
Washington,"60,909","66,042","66,276",7,8.4,0.4,20,Pennsylvania
Wayne,"49,683","53,475","53,076",33,7.6,-0.7,34,Pennsylvania
Westmoreland,"56,226","59,765","59,493",13,6.3,-0.5,32,Pennsylvania
Wyoming,"52,115","54,394","54,361",30,4.4,-0.1,24,Pennsylvania
York,"54,395","57,656","57,321",18,6,-0.6,33,Pennsylvania
Bristol,"79,886","86,753","88,954",1,8.6,2.5,1,Rhode Island
Kent,"62,462","66,746","67,068",4,6.9,0.5,4,Rhode Island
Newport,"76,435","82,984","84,484",2,8.6,1.8,2,Rhode Island
Providence,"51,528","55,384","54,527",5,7.5,-1.5,5,Rhode Island
Washington,"73,351","79,691","81,104",3,8.6,1.8,3,Rhode Island
Abbeville,"38,062","40,219","39,840",39,5.7,-0.9,38,South Carolina
Aiken,"47,964","51,458","51,601",13,7.3,0.3,23,South Carolina
Allendale,"40,125","40,888","40,632",36,1.9,-0.6,33,South Carolina
Anderson,"43,736","47,164","47,693",20,7.8,1.1,17,South Carolina
Bamberg,"38,277","40,052","39,991",38,4.6,-0.2,26,South Carolina
Barnwell,"38,419","40,096","39,193",40,4.4,-2.3,44,South Carolina
Beaufort,"65,026","70,506","72,142",2,8.4,2.3,5,South Carolina
Berkeley,"45,077","49,582","50,686",14,10,2.2,7,South Carolina
Calhoun,"45,637","50,139","49,648",16,9.9,-1,39,South Carolina
Charleston,"68,698","73,838","76,546",1,7.5,3.7,4,South Carolina
Cherokee,"36,399","39,073","38,740",43,7.3,-0.9,36,South Carolina
Chester,"38,523","41,348","41,411",31,7.3,0.2,24,South Carolina
Chesterfield,"35,858","39,243","39,008",42,9.4,-0.6,32,South Carolina
Clarendon,"41,738","45,667","45,300",26,9.4,-0.8,35,South Carolina
Colleton,"38,817","42,253","42,030",30,8.9,-0.5,31,South Carolina
Darlington,"43,632","46,986","47,707",19,7.7,1.5,14,South Carolina
Dillon,"35,469","39,685","39,114",41,11.9,-1.4,41,South Carolina
Dorchester,"43,292","46,857","47,775",18,8.2,2,10,South Carolina
Edgefield,"45,006","48,960","49,139",17,8.8,0.4,22,South Carolina
Fairfield,"44,865","49,145","50,074",15,9.5,1.9,11,South Carolina
Florence,"46,728","51,183","52,035",12,9.5,1.7,12,South Carolina
Georgetown,"51,911","56,852","57,180",4,9.5,0.6,21,South Carolina
Greenville,"52,076","55,755","56,653",6,7.1,1.6,13,South Carolina
Greenwood,"41,388","43,953","43,776",28,6.2,-0.4,29,South Carolina
Hampton,"37,936","40,594","40,380",37,7,-0.5,30,South Carolina
Horry,"44,013","47,592","46,995",22,8.1,-1.3,40,South Carolina
Jasper,"38,895","42,070","41,144",32,8.2,-2.2,43,South Carolina
Kershaw,"46,383","51,601","52,782",10,11.2,2.3,6,South Carolina
Lancaster,"51,515","53,048","55,065",7,3,3.8,3,South Carolina
Laurens,"39,308","42,450","42,725",29,8,0.6,20,South Carolina
Lee,"37,488","41,315","40,955",35,10.2,-0.9,37,South Carolina
Lexington,"52,224","55,915","57,076",5,7.1,2.1,9,South Carolina
McCormick,"42,518","44,265","46,096",24,4.1,4.1,1,South Carolina
Marion,"37,566","41,176","41,108",33,9.6,-0.2,27,South Carolina
Marlboro,"34,500","38,444","37,831",46,11.4,-1.6,42,South Carolina
Newberry,"42,903","46,911","47,464",21,9.3,1.2,16,South Carolina
Oconee,"48,315","53,299","54,415",8,10.3,2.1,8,South Carolina
Orangeburg,"38,634","42,145","41,090",34,9.1,-2.5,45,South Carolina
Pickens,"41,165","45,228","45,835",25,9.9,1.3,15,South Carolina
Richland,"48,969","53,387","53,963",9,9,1.1,18,South Carolina
Saluda,"39,283","43,990","43,883",27,12,-0.2,28,South Carolina
Spartanburg,"47,726","52,220","52,621",11,9.4,0.8,19,South Carolina
Sumter,"42,588","46,605","46,582",23,9.4,0,25,South Carolina
Union,"36,030","38,427","38,157",45,6.7,-0.7,34,South Carolina
Williamsburg,"36,874","39,668","38,446",44,7.6,-3.1,46,South Carolina
York,"51,878","56,774","58,987",3,9.4,3.9,2,South Carolina
Aurora,"47,701","54,747","58,948",45,14.8,7.7,15,South Dakota
Beadle,"51,511","56,759","58,281",46,10.2,2.7,48,South Dakota
Bennett,"40,912","44,351","48,569",57,8.4,9.5,5,South Dakota
Bon Homme,"42,858","47,770","54,418",51,11.5,13.9,1,South Dakota
Brookings,"50,774","54,831","56,045",48,8,2.2,52,South Dakota
Brown,"61,042","67,695","71,674",26,10.9,5.9,24,South Dakota
Brule,"51,993","60,387","64,369",37,16.1,6.6,20,South Dakota
Buffalo,"26,513","33,505","35,370",65,26.4,5.6,27,South Dakota
Butte,"43,821","46,801","47,783",59,6.8,2.1,53,South Dakota
Campbell,"67,793","82,295","81,416",10,21.4,-1.1,62,South Dakota
Charles Mix,"46,046","51,013","54,004",53,10.8,5.9,25,South Dakota
Clark,"65,478","73,698","76,807",15,12.6,4.2,38,South Dakota
Clay,"40,410","44,920","48,546",58,11.2,8.1,13,South Dakota
Codington,"55,496","64,240","67,583",33,15.8,5.2,33,South Dakota
Corson,"33,390","39,646","41,392",62,18.7,4.4,37,South Dakota
Custer,"56,408","61,527","62,654",41,9.1,1.8,56,South Dakota
Davison,"55,051","59,766","62,232",43,8.6,4.1,42,South Dakota
Day,"61,335","67,018","71,544",27,9.3,6.8,19,South Dakota
Deuel,"61,148","66,082","65,682",36,8.1,-0.6,60,South Dakota
Dewey,"50,834","54,997","54,444",50,8.2,-1,61,South Dakota
Douglas,"61,317","68,632","73,836",18,11.9,7.6,16,South Dakota
Edmunds,"66,323","87,614","92,309",3,32.1,5.4,30,South Dakota
Fall River,"49,928","53,899","54,586",49,8,1.3,57,South Dakota
Faulk,"69,116","84,995","88,554",4,23,4.2,41,South Dakota
Grant,"57,667","65,197","70,668",29,13.1,8.4,10,South Dakota
